field_150735_g,logger,2,
field_150738_b,logMarkerPackets,2,
field_150739_c,attrKeyConnectionState,2,
field_150740_a,logMarkerNetwork,2,
field_150742_o,terminationReason,2,A String indicating why the network has shutdown.
field_150743_l,socketAddress,2,The address of the remote party
field_150744_m,packetListener,2,The INetHandler instance responsible for processing received packets
field_150745_j,outboundPacketsQueue,2,The queue for packets that require transmission
field_150746_k,channel,2,The active channel
field_150750_a,encryptionCodec,2,
field_150761_f,STATES_BY_CLASS,2,
field_150762_g,id,2,
field_150764_e,STATES_BY_ID,2,
field_150773_b,futureListeners,2,
field_150774_a,packet,2,
field_150776_b,variation,2,
field_150777_a,rootHeight,2,
field_150794_a,buf,2,
field_150797_b,RECEIVED_PACKET_MARKER,2,
field_150798_a,logger,2,
field_150799_b,RECEIVED_PACKET_MARKER,2,
field_150800_a,logger,2,
field_150814_l,isLightPopulated,2,
field_150816_i,chunkTileEntityMap,2,A Map of ChunkPositions to TileEntities in this chunk
field_150817_t,logger,2,
field_150828_b,fallbackTranslator,2,A StringTranslate instance using the hardcoded default locale (en_US).  Used as a fallback in case the shared StringTranslate singleton instance fails to translate a key.
field_150844_d,time,2,
field_150865_b,axis,2,
field_150867_a,world,2,
field_150875_a,statsData,2,
field_150887_d,statsFile,2,
field_150889_b,logger,2,
field_150890_c,mcServer,2,
field_150901_e,itemRegistry,2,
field_150907_b,cooked,2,"Indicates whether this fish is ""cooked"" or not."
field_150908_b,crops,2,
field_150914_c,effectiveBlocks,2,
field_150915_c,EFFECTIVE_ON,2,
field_150916_c,EFFECTIVE_ON,2,
field_150917_c,EFFECTIVE_ON,2,
field_150922_c,dyeColors,2,
field_150925_a,crops,2,
field_150928_b,RECORDS,2,
field_150929_a,recordName,2,The name of the record.
field_150933_b,material,2,
field_150934_a,attackDamage,2,
field_150935_a,block,2,
field_150939_a,block,2,
field_150940_b,leaves,2,
field_150944_b,coloredBlock,2,
field_150945_c,subtypeNames,2,
field_150949_c,singleSlab,2,
field_150961_L,exploreAllBiomes,2,Is the 'Adventuring Time' achievement
field_150962_H,breedCow,2,Is the 'Repopulation' achievement
field_150963_I,spawnWither,2,Is the 'The Beginning?' achievement
field_150964_J,killWither,2,Is the 'The Beginning.' achievement
field_150965_K,fullBeacon,2,Is the 'Beaconator' achievement
field_150966_x,diamondsToYou,2,
field_150980_f,meta,2,The item damage value on an ItemStack that represents this fish type
field_150981_g,unlocalizedName,2,"The value that this fish type uses to replace ""XYZ"" in: ""fish.XYZ.raw"" / ""fish.XYZ.cooked"" for the unlocalized name and ""fish_XYZ_raw"" / ""fish_XYZ_cooked"" for the icon string."
field_150983_e,META_LOOKUP,2,Maps an item damage value for an ItemStack to the corresponding FishType value.
field_150987_n,cookable,2,"Indicates whether this type of fish has ""raw"" and ""cooked"" variants"
field_150989_l,cookedHealAmount,2,The amount that eating the cooked version of this fish should heal the player.
field_150990_m,cookedSaturationModifier,2,The saturation modifier to apply to the heal amount when the player eats the cooked version of this fish.
field_150991_j,uncookedHealAmount,2,The amount that eating the uncooked version of this fish should heal the player.
field_150992_k,uncookedSaturationModifier,2,The saturation modifier to apply to the heal amount when the player eats the uncooked version of this fish.
field_151002_e,item,2,
field_151004_a,underlyingSet,2,The set for this ForwardingSet to forward methods to.
field_151005_D,golden_pickaxe,2,
field_151006_E,golden_axe,2,
field_151007_F,string,2,
field_151008_G,feather,2,
field_151009_A,mushroom_stew,2,
field_151010_B,golden_sword,2,
field_151011_C,golden_shovel,2,
field_151012_L,diamond_hoe,2,
field_151013_M,golden_hoe,2,
field_151014_N,wheat_seeds,2,
field_151015_O,wheat,2,
field_151016_H,gunpowder,2,
field_151017_I,wooden_hoe,2,
field_151018_J,stone_hoe,2,
field_151019_K,iron_hoe,2,
field_151020_U,chainmail_helmet,2,
field_151021_T,leather_boots,2,
field_151022_W,chainmail_leggings,2,
field_151023_V,chainmail_chestplate,2,
field_151024_Q,leather_helmet,2,
field_151025_P,bread,2,
field_151026_S,leather_leggings,2,
field_151027_R,leather_chestplate,2,
field_151028_Y,iron_helmet,2,
field_151029_X,chainmail_boots,2,
field_151030_Z,iron_chestplate,2,
field_151031_f,bow,2,
field_151032_g,arrow,2,
field_151033_d,flint_and_steel,2,
field_151034_e,apple,2,
field_151035_b,iron_pickaxe,2,
field_151036_c,iron_axe,2,
field_151037_a,iron_shovel,2,
field_151038_n,wooden_shovel,2,
field_151039_o,wooden_pickaxe,2,
field_151040_l,iron_sword,2,
field_151041_m,wooden_sword,2,
field_151042_j,iron_ingot,2,
field_151043_k,gold_ingot,2,
field_151044_h,coal,2,
field_151045_i,diamond,2,
field_151046_w,diamond_pickaxe,2,
field_151047_v,diamond_shovel,2,
field_151048_u,diamond_sword,2,
field_151049_t,stone_axe,2,
field_151050_s,stone_pickaxe,2,
field_151051_r,stone_shovel,2,
field_151052_q,stone_sword,2,
field_151053_p,wooden_axe,2,
field_151054_z,bowl,2,
field_151055_y,stick,2,
field_151056_x,diamond_axe,2,
field_151057_cb,name_tag,2,
field_151058_ca,lead,2,
field_151059_bz,fire_charge,2,
field_151060_bw,speckled_melon,2,
field_151061_bv,ender_eye,2,
field_151062_by,experience_bottle,2,
field_151063_bx,spawn_egg,2,
field_151064_bs,magma_cream,2,
field_151065_br,blaze_powder,2,
field_151066_bu,cauldron,2,
field_151067_bt,brewing_stand,2,
field_151068_bn,potionitem,2,
field_151069_bo,glass_bottle,2,
field_151070_bp,spider_eye,2,
field_151071_bq,fermented_spider_eye,2,
field_151072_bj,blaze_rod,2,
field_151073_bk,ghast_tear,2,
field_151074_bl,gold_nugget,2,
field_151075_bm,nether_wart,2,
field_151076_bf,chicken,2,
field_151077_bg,cooked_chicken,2,
field_151078_bh,rotten_flesh,2,
field_151079_bi,ender_pearl,2,
field_151080_bb,pumpkin_seeds,2,
field_151081_bc,melon_seeds,2,
field_151082_bd,beef,2,
field_151083_be,cooked_beef,2,
field_151084_co,record_wait,2,
field_151085_cm,record_ward,2,
field_151086_cn,record_11,2,
field_151087_ck,record_stal,2,
field_151088_cl,record_strad,2,
field_151089_ci,record_mall,2,
field_151090_cj,record_mellohi,2,
field_151091_cg,record_chirp,2,
field_151092_ch,record_far,2,
field_151093_ce,record_cat,2,
field_151094_cf,record_blocks,2,
field_151095_cc,command_block_minecart,2,
field_151096_cd,record_13,2,
field_151097_aZ,shears,2,
field_151098_aY,filled_map,2,
field_151099_bA,writable_book,2,
field_151100_aR,dye,2,
field_151102_aT,sugar,2,
field_151103_aS,bone,2,
field_151104_aV,bed,2,
field_151105_aU,cake,2,
field_151106_aX,cookie,2,
field_151107_aW,repeater,2,
field_151108_aI,chest_minecart,2,
field_151109_aJ,furnace_minecart,2,
field_151110_aK,egg,2,
field_151111_aL,compass,2,
field_151112_aM,fishing_rod,2,
field_151113_aN,clock,2,
field_151114_aO,glowstone_dust,2,
field_151115_aP,fish,2,
field_151116_aA,leather,2,
field_151117_aB,milk_bucket,2,
field_151118_aC,brick,2,
field_151119_aD,clay_ball,2,
field_151120_aE,reeds,2,
field_151121_aF,paper,2,
field_151122_aG,book,2,
field_151123_aH,slime_ball,2,
field_151124_az,boat,2,
field_151125_bZ,diamond_horse_armor,2,
field_151126_ay,snowball,2,
field_151127_ba,melon,2,
field_151128_bU,quartz,2,
field_151129_at,lava_bucket,2,
field_151130_bT,netherbrick,2,
field_151131_as,water_bucket,2,
field_151132_bS,comparator,2,
field_151133_ar,bucket,2,
field_151134_bR,enchanted_book,2,
field_151136_bY,golden_horse_armor,2,
field_151137_ax,redstone,2,
field_151138_bX,iron_horse_armor,2,
field_151139_aw,iron_door,2,
field_151140_bW,hopper_minecart,2,
field_151141_av,saddle,2,
field_151142_bV,tnt_minecart,2,
field_151143_au,minecart,2,
field_151144_bL,skull,2,
field_151145_ak,flint,2,
field_151146_bM,carrot_on_a_stick,2,
field_151147_al,porkchop,2,
field_151148_bJ,map,2,
field_151149_ai,golden_leggings,2,
field_151150_bK,golden_carrot,2,
field_151151_aj,golden_boots,2,
field_151152_bP,fireworks,2,
field_151153_ao,golden_apple,2,
field_151154_bQ,firework_charge,2,
field_151155_ap,sign,2,
field_151156_bN,nether_star,2,
field_151157_am,cooked_porkchop,2,
field_151158_bO,pumpkin_pie,2,
field_151159_an,painting,2,
field_151160_bD,item_frame,2,
field_151161_ac,diamond_helmet,2,
field_151162_bE,flower_pot,2,
field_151163_ad,diamond_chestplate,2,
field_151164_bB,written_book,2,
field_151165_aa,iron_leggings,2,
field_151166_bC,emerald,2,
field_151167_ab,iron_boots,2,
field_151168_bH,baked_potato,2,
field_151169_ag,golden_helmet,2,
field_151170_bI,poisonous_potato,2,
field_151171_ah,golden_chestplate,2,
field_151172_bF,carrot,2,
field_151173_ae,diamond_leggings,2,
field_151174_bG,potato,2,
field_151175_af,diamond_boots,2,
field_151183_A,junkFishedStat,2,
field_151184_B,treasureFishedStat,2,
field_151185_q,distanceByHorseStat,2,
field_151186_x,animalsBredStat,2,the number of animals you have bred
field_151191_b,jsonSerializableValue,2,
field_151192_a,integerValue,2,
field_151227_b,logger,2,
field_151228_a,downloadThreadsStarted,2,The number of download threads that we have started so far.
field_151234_b,logger,2,
field_151242_b,multiplyDeBruijnBitPosition,2,"Though it looks like an array, this is really more like a mapping.  Key (index of this array) is the upper 5 bits of the result of multiplying a 32-bit unsigned integer by the B(2, 5) De Bruijn sequence 0x077CB531.  Value (value stored in the array) is the unique index (from the right) of the leftmost one-bit in a 32-bit unsigned integer that can cause the upper 5 bits to get that value.  Used for highly optimized ""find the log-base-2 of this number"" calculations."
field_151245_t,iconItemStack,0,
field_151249_a,logger,2,
field_151254_d,locationOfBlockChange,2,
field_151257_b,networkSystem,2,
field_151258_a,logger,2,
field_151262_p,logger,2,
field_151272_f,networkManagers,2,A list containing all NetworkManager instances of all endpoints
field_151273_d,mcServer,2,Reference to the MinecraftServer object.
field_151274_e,endpoints,2,Contains all endpoints added to this NetworkSystem
field_151275_b,logger,2,
field_151276_c,eventLoops,2,
field_151277_a,isAlive,2,True if this NetworkSystem has never had his endpoints terminated
field_151291_a,VALUES,2,
field_151305_b,protocol,2,
field_151306_a,name,2,
field_151323_d,favicon,2,
field_151324_b,playerCount,2,
field_151325_c,protocolVersion,2,
field_151326_a,serverMotd,2,
field_151334_b,onlinePlayerCount,2,
field_151335_c,players,2,
field_151336_a,maxPlayers,2,
field_151343_f,eventParameter,2,
field_151344_d,blockType,2,
field_151345_e,eventID,2,Different for each blockID
field_151352_g,block,2,
field_151355_a,alreadyRegistered,2,"Whether the blocks, items, etc have already been registered"
field_151360_e,AMPLIFIED,2,amplified world type
field_151361_l,hasNotificationData,2,
field_151369_A,lure,2,
field_151370_z,luckOfTheSea,2,
field_151423_m,pufferfishEffect,2,
field_151430_f,resourceKey,2,
field_151432_d,ID_LOOKUP,2,
field_151433_e,chatVisibility,2,
field_151441_H,showInventoryAchievementHint,0,
field_151442_I,mipmapLevels,0,
field_151444_V,keyBindSprint,0,
field_151445_Q,keyBindInventory,0,
field_151446_aD,mapSoundLevels,0,
field_151447_Z,keyBindScreenshot,0,
field_151448_g,fboEnable,0,
field_151449_az,typeListString,0,
field_151450_ay,gson,0,
field_151451_c,renderDistanceChunks,0,
field_151452_as,saturation,0,
field_151453_l,resourcePacks,0,
field_151454_ax,logger,0,
field_151455_aw,forceUnicodeFont,0,
field_151456_ac,keyBindsHotbar,0,
field_151457_aa,keyBindTogglePerspective,0,
field_151458_ab,keyBindSmoothCamera,0,
field_151471_f,keyCategory,0,
field_151472_e,keyCodeDefault,0,
field_151473_c,keybindSet,0,
field_151474_i,pressTime,0,
field_151476_f,logger,2,
field_151477_a,optionIds,0,
field_151478_a,logger,2,
field_151479_b,logger,2,
field_151480_b,logger,2,
field_151481_a,logger,2,
field_151484_k,temptItem,2,
field_151500_b,grassEaterEntity,2,The entity owner of this AITask
field_151501_c,entityWorld,2,The world the grass eater entity is eating from
field_151502_a,eatingGrassTimer,2,Number of ticks since the entity started to eat grass
field_151504_e,doorBlock,2,The wooden door block
field_151505_a,logger,2,
field_151506_a,logger,2,
field_151511_a,owner,2,
field_151516_b,logger,2,
field_151520_r,damageIsAbsolute,2,Whether or not the damage ignores modification by potion effects or enchantments.
field_151527_f,difficultyId,2,
field_151528_g,difficultyResourceKey,2,
field_151530_e,difficultyEnums,2,
field_151563_j,tileTicks,2,
field_151564_i,tileEntities,2,
field_151566_D,dragonEgg,2,
field_151567_E,portal,2,
field_151568_F,cake,2,
field_151569_G,web,2,
field_151570_A,cactus,2,
field_151571_B,clay,2,
field_151572_C,gourd,2,
field_151573_f,iron,2,
field_151574_g,anvil,2,
field_151575_d,wood,2,
field_151576_e,rock,2,
field_151577_b,grass,2,
field_151578_c,ground,2,
field_151579_a,air,2,
field_151580_n,cloth,2,
field_151581_o,fire,2,
field_151582_l,vine,2,
field_151583_m,sponge,2,
field_151584_j,leaves,2,
field_151585_k,plants,2,
field_151586_h,water,2,
field_151587_i,lava,2,
field_151588_w,ice,2,
field_151589_v,coral,2,
field_151590_u,tnt,2,
field_151591_t,redstoneLight,2,
field_151592_s,glass,2,
field_151593_r,carpet,2,
field_151594_q,circuits,2,
field_151595_p,sand,2,
field_151596_z,craftedSnow,2,The material for crafted snow.
field_151597_y,snow,2,
field_151598_x,packedIce,2,
field_151629_c,logger,2,
field_151645_D,redColor,2,
field_151646_E,blackColor,2,
field_151647_F,goldColor,2,
field_151648_G,diamondColor,2,
field_151649_A,blueColor,2,
field_151650_B,brownColor,2,
field_151651_C,greenColor,2,
field_151652_H,lapisColor,2,
field_151653_I,emeraldColor,2,
field_151654_J,obsidianColor,2,
field_151655_K,netherrackColor,2,
field_151656_f,tntColor,2,
field_151657_g,iceColor,2,
field_151658_d,sandColor,2,
field_151659_e,clothColor,2,
field_151660_b,airColor,2,
field_151661_c,grassColor,2,
field_151662_n,waterColor,2,
field_151663_o,woodColor,2,
field_151664_l,dirtColor,2,
field_151665_m,stoneColor,2,
field_151666_j,snowColor,2,
field_151667_k,clayColor,2,
field_151668_h,ironColor,2,
field_151669_i,foliageColor,2,
field_151670_w,grayColor,2,
field_151671_v,pinkColor,2,
field_151672_u,limeColor,2,
field_151673_t,yellowColor,2,
field_151674_s,lightBlueColor,2,
field_151675_r,magentaColor,2,
field_151676_q,adobeColor,2,
field_151677_p,quartzColor,2,
field_151678_z,purpleColor,2,
field_151679_y,cyanColor,2,
field_151680_x,silverColor,2,
field_151687_a,logger,2,
field_152110_j,playerProfile,2,
field_152118_bv,chickenJockey,2,
field_152127_m,streamIndicator,0,
field_152176_i,serverResourcePacks,0,
field_152177_g,time,0,
field_152350_aA,skinManager,0,
field_152351_aB,scheduledTasks,0,
field_152352_aC,mcThread,0,
field_152353_at,stream,0,
field_152354_ay,mojangLogo,0,
field_152355_az,sessionService,0,
field_152356_J,twitchDetails,0,
field_152364_T,authService,2,
field_152365_W,profileRepo,2,
field_152366_X,profileCache,2,
field_152367_a,USER_CACHE_FILE,2,
field_152391_aS,STREAM_COMPRESSIONS,0,
field_152392_aT,STREAM_CHAT_MODES,0,
field_152393_aU,STREAM_CHAT_FILTER_MODES,0,
field_152394_aV,STREAM_MIC_MODES,0,
field_152395_am,keyBindFullscreen,0,
field_152396_an,keyBindStreamStartStop,0,
field_152397_ao,keyBindStreamPauseUnpause,0,
field_152398_ap,keyBindStreamCommercials,0,
field_152399_aq,keyBindStreamToggleMic,0,
field_152400_J,streamBytesPerPixel,0,
field_152401_K,streamMicVolume,0,
field_152402_L,streamGameVolume,0,
field_152403_M,streamKbps,0,
field_152404_N,streamFps,0,
field_152405_O,streamCompression,0,
field_152406_P,streamSendMetadata,0,
field_152407_Q,streamPreferredServer,0,
field_152408_R,streamChatEnabled,0,
field_152409_S,streamChatUserFilter,0,
field_152410_T,streamMicToggleBehavior,0,
field_152425_c,SESSION_TYPES,0,
field_152426_d,sessionType,0,
field_152429_d,sessionType,0,
field_152434_e,cacheFile,0,
field_152441_a,locationStreamIndicator,0,
field_152442_b,mc,0,
field_152451_a,INFINITE,2,
field_152452_b,max,2,
field_152453_c,read,2,
field_152463_r,isEncrypted,2,
field_152478_a,LOGGER,0,
field_152499_c,direction,2,
field_152500_c,direction,2,
field_152587_j,resourceMode,0,
field_152594_d,motd,0,
field_152613_a,FILE_PLAYERBANS,2,
field_152614_b,FILE_IPBANS,2,
field_152615_c,FILE_OPS,2,
field_152616_d,FILE_WHITELIST,2,
field_152627_a,pmLogger,2,
field_152642_a,value,2,
field_152659_a,dateFormat,2,
field_152660_b,gson,2,
field_152664_f,mcServer,2,
field_152665_g,usercacheFile,2,
field_152693_a,logger,2,
field_152694_b,gson,2,
field_152695_c,saveFile,2,
field_152696_d,values,2,
field_152697_e,lanServer,2,
field_152698_f,saveFileFormat,2,
field_152728_a,OLD_IPBAN_FILE,2,
field_152729_b,OLD_PLAYERBAN_FILE,2,
field_152730_c,OLD_OPS_FILE,2,
field_152731_d,OLD_WHITELIST_FILE,2,
field_152732_e,LOGGER,2,
field_152781_b,mapAssets,0,
field_152783_a,logger,0,
field_152784_b,resourceMap,0,
field_152785_b,IS_STANDALONE,2,Selects only entities which are neither ridden by anything nor ride on anything
field_152794_b,THREAD_POOL,0,
field_152795_c,textureManager,0,
field_152796_d,skinCacheDir,0,
field_152797_e,sessionService,0,
field_152798_f,skinCacheLoader,0,
field_152812_b,name,0,
field_152813_c,description,0,
field_152814_d,payload,0,
field_152861_B,logger,0,
field_152864_E,errorCode,0,
field_152867_c,broadcastListener,0,
field_152879_o,broadcastState,0,
field_152881_q,videoParamaters,0,
field_152882_r,audioParamaters,0,
field_152885_u,authenticationToken,0,
field_152886_v,channelInfo,0,
field_152887_w,userInfo,0,
field_152888_x,streamInfo,0,
field_152951_c,broadcastController,0,
field_152952_d,chatController,0,
field_152961_m,loggedIn,0,
field_153018_p,LOGGER,0,
field_153196_B,logText,0,
field_153197_d,nvidia,0,
field_153198_e,GL_FRAMEBUFFER,0,
field_153199_f,GL_RENDERBUFFER,0,
field_153200_g,GL_COLOR_ATTACHMENT0,0,
field_153201_h,GL_DEPTH_ATTACHMENT,0,
field_153202_i,GL_FRAMEBUFFER_COMPLETE,0,
field_153203_j,GL_FB_INCOMPLETE_ATTACHMENT,0,
field_153204_k,GL_FB_INCOMPLETE_MISS_ATTACH,0,
field_153205_l,GL_FB_INCOMPLETE_DRAW_BUFFER,0,
field_153206_m,GL_FB_INCOMPLETE_READ_BUFFER,0,
field_153207_o,GL_LINK_STATUS,0,
field_153208_p,GL_COMPILE_STATUS,0,
field_153209_q,GL_VERTEX_SHADER,0,
field_153210_r,GL_FRAGMENT_SHADER,0,
field_153211_u,extBlendFuncSeparate,0,
field_153212_w,framebufferType,0,
field_153213_x,shadersAvailable,0,
field_153214_y,arbShaders,0,
field_153215_z,arbMultitexture,0,
field_154332_n,eula,1,
field_154340_k,selectionList,0,
field_154349_a,LOG,1,
field_154350_b,eulaFile,1,
field_154351_c,acceptedEULA,1,
field_155771_h,logger,1,
field_164003_c,threadName,1,
field_164004_h,THREAD_ID,1,
field_164005_h,LOGGER,1,
field_164248_b,LOGGER,1,
field_164249_a,serverGuiFont,1,
field_164439_d,LOGGER,1,
field_164440_a,LOGGER,1,
field_174835_g,isOutsideBorder,2,
field_174836_a,ZERO_AABB,2,
field_174837_as,cmdResultStats,2,The command result statistics for this Entity.
field_174853_f,inTile,2,
field_174854_a,inGround,2,
field_174861_a,hangingPosition,2,
field_174879_c,pos,2,
field_174896_a,guiID,0,
field_174901_a,code,2,
field_174905_l,totalCookTime,2,
field_174906_k,cookTime,2,
field_174913_f,RNG,2,
field_174924_c,inventoryHeight,2,
field_174931_f,pistonFacing,2,
field_174932_a,pistonState,2,
field_174934_k,guardian,0,
field_174938_d,blurLast,0,
field_174939_e,mipmapLast,0,
field_174940_b,blur,0,
field_174941_c,mipmap,0,
field_174945_f,LOCATION_MISSING_TEXTURE,0,
field_174946_m,iconCreator,0,
field_174948_g,textureLocation,0,The location of the texture.
field_174955_d,defaultModel,0,
field_174956_b,texMap,0,
field_174957_c,modelProvider,0,
field_174958_a,modelRegistry,0,
field_174987_D,frustumUpdatePosZ,0,
field_174988_E,frustumUpdatePosChunkX,0,
field_174989_F,frustumUpdatePosChunkY,0,
field_174990_G,frustumUpdatePosChunkZ,0,
field_174991_A,entityOutlineShader,0,Stores the shader group for the entity_outline shader
field_174992_B,frustumUpdatePosX,0,
field_174993_C,frustumUpdatePosY,0,
field_174994_L,lastViewEntityYaw,0,
field_174995_M,renderDispatcher,0,
field_174996_N,renderContainer,0,
field_174997_H,lastViewEntityX,0,
field_174998_I,lastViewEntityY,0,
field_174999_J,lastViewEntityZ,0,
field_175000_K,lastViewEntityPitch,0,
field_175001_U,debugFixedClippingHelper,0,
field_175002_T,debugFixTerrainFrustum,0,
field_175003_W,debugTerrainFrustumPosition,0,
field_175004_V,debugTerrainMatrix,0,
field_175005_X,vboEnabled,0,
field_175006_g,locationForcefieldPng,0,
field_175007_a,renderChunkFactory,0,
field_175008_n,viewFrustum,0,
field_175009_l,chunksToUpdate,0,
field_175010_j,renderManager,0,
field_175011_u,sky2VBO,0,
field_175012_t,skyVBO,0,
field_175013_s,starVBO,0,
field_175014_r,vertexBufferFormat,0,
field_175015_z,entityOutlineFramebuffer,0,
field_175024_d,chestRenderer,0,
field_175025_e,fluidRenderer,0,
field_175026_b,gameSettings,0,
field_175027_c,blockModelRenderer,0,
field_175028_a,blockModelShapes,0,
field_175051_f,debugItemRotationOffsetY,0,
field_175052_g,debugItemRotationOffsetZ,0,
field_175053_d,debugItemOffsetZ,0,
field_175054_e,debugItemRotationOffsetX,0,
field_175055_b,debugItemOffsetX,0,
field_175056_c,debugItemOffsetY,0,
field_175057_n,textureManager,0,
field_175059_m,itemModelMesher,0,
field_175060_j,debugItemScaleZ,0,
field_175061_h,debugItemScaleX,0,
field_175062_i,debugItemScaleY,0,
field_175073_D,drawBlockOutline,0,
field_175074_C,renderHand,0,
field_175075_L,torchFlickerDX,0,
field_175076_N,rainXCoords,0,
field_175077_O,rainYCoords,0,
field_175078_W,debugView,0,
field_175079_V,debugViewDirection,0,
field_175080_Q,fogColorRed,0,
field_175081_S,fogColorBlue,0,
field_175082_R,fogColorGreen,0,
field_175083_ad,useShader,0,
field_175084_ae,frameCount,0,
field_175091_e,gameProfile,0,
field_175107_d,profile,0,
field_175118_f,patterns,2,A list of all the banner patterns.
field_175120_a,baseColor,2,
field_175122_h,patternList,2,A list of all patterns stored on this banner.
field_175123_i,colorList,2,A list of all the color values stored on this banner.
field_175127_b,position,2,
field_175128_a,world,2,
field_175129_b,position,2,
field_175130_a,world,2,
field_175132_d,fallTile,2,
field_175152_f,xpSeed,2,
field_175153_bG,hasReducedDebug,2,
field_175157_a,playerInfo,0,
field_175164_bL,lastReportedYaw,0,"The last yaw value which was transmitted to the server, used to determine when the yaw changes and needs to be re-transmitted"
field_175165_bM,lastReportedPitch,0,"The last pitch value which was transmitted to the server, used to determine when the pitch changes and needs to be re-transmitted"
field_175166_bJ,lastReportedPosY,0,"The last Y position which was transmitted to the server, used to determine when the Y position changes and needs to be re-transmitted"
field_175167_bK,lastReportedPosZ,0,"The last Z position which was transmitted to the server, used to determine when the Z position changes and needs to be re-transmitted"
field_175168_bP,positionUpdateTicks,0,"Reset to 0 every time position is sent to the server, used to send periodic updates every 20 ticks even when the player is not moving."
field_175170_bN,serverSneakState,0,the last sneaking state sent to the server
field_175171_bO,serverSprintState,0,the last sprinting state sent to the server
field_175172_bI,lastReportedPosX,0,"The last X position which was transmitted to the server, used to determine when the X position changes and needs to be re-trasmitted"
field_175190_E,lastSystemTime,0,The last recorded system time
field_175196_v,overlayPlayerList,0,
field_175197_u,spectatorGui,0,The spectator GUI for this in-game GUI instance
field_175198_t,overlayDebug,0,
field_175214_q,guiResponder,0,The GuiResponder Object reference.
field_175215_p,localizationStr,0,The localization string used by this control.
field_175241_f,fontRenderer,0,
field_175242_a,mc,0,
field_175255_h,footer,0,
field_175256_i,header,0,
field_175284_f,PROTOCOLS,0,
field_175285_g,NEWLINE_SPLITTER,0,
field_175286_t,clickedLinkURI,0,
field_175287_a,LOGGER,0,
field_175337_G,random,0,A Random instance for this world customization
field_175360_f,title,0,The title of the GUI.
field_175361_a,parentScreen,0,The parent GUI for this GUI
field_175372_K,realmsButton,0,Minecraft Realms button.
field_175376_w,playerInventory,0,The player inventory bound to this GUI.
field_175377_u,dispenserInventory,0,The inventory contained within the corresponding Dispenser.
field_175379_F,playerInventory,0,The player inventory currently bound to this GuiEnchantment instance.
field_175383_v,playerInventory,0,The player inventory bound to this GUI.
field_175384_v,playerInventory,0,The player inventory bound to this GUI.
field_175401_bS,spectatingEntity,2,The entity the player is currently spectating through.
field_175429_f,DEFAULT_RIGHTLEG_ROTATION,2,
field_175430_g,contents,2,
field_175431_d,DEFAULT_RIGHTARM_ROTATION,2,
field_175432_e,DEFAULT_LEFTLEG_ROTATION,2,
field_175433_b,DEFAULT_BODY_ROTATION,2,
field_175434_c,DEFAULT_LEFTARM_ROTATION,2,
field_175435_a,DEFAULT_HEAD_ROTATION,2,
field_175436_h,canInteract,2,
field_175437_i,punchCooldown,2,"After punching the stand, the cooldown before you can punch it again without breaking it."
field_175438_bj,leftArmRotation,2,
field_175439_bk,rightArmRotation,2,
field_175440_bl,leftLegRotation,2,
field_175441_bm,rightLegRotation,2,
field_175442_bg,disabledSlots,2,
field_175443_bh,headRotation,2,
field_175444_bi,bodyRotation,2,
field_175481_bq,wander,2,
field_175497_b,lifetime,2,
field_175498_c,playerSpawned,2,
field_175541_bs,carrotTicks,2,
field_175542_br,moveType,2,
field_175560_bz,villagerInventory,2,
field_175561_bA,DEFAULT_TRADE_LIST_MAP,2,"A multi-dimensional array mapping the various professions, careers and career levels that a Villager may offer"
field_175562_bw,careerLevel,2,This is the EntityVillager's career level value
field_175563_bv,careerId,2,
field_175565_bs,isWillingToTrade,2,
field_175575_g,resultStats,2,
field_175588_P,resourcePackHash,2,
field_175589_i,futureTaskQueue,2,
field_175590_aa,serverThread,2,
field_175591_ab,currentTime,2,
field_175612_E,renderChunksMany,0,
field_175616_W,renderManager,0,
field_175617_aL,modelManager,0,
field_175618_aM,blockRenderDispatcher,0,The BlockRenderDispatcher instance that will be used based off gamesettings
field_175619_R,enableGLErrorChecking,0,
field_175620_Y,itemRenderer,0,
field_175621_X,renderItem,0,
field_175622_Z,renderViewEntity,0,
field_175632_f,DEFAULT_STATE,0,
field_175633_g,position,0,
field_175634_h,combinedLights,0,
field_175635_i,blockStates,0,
field_175728_M,worldBorder,2,
field_175729_l,entitiesById,2,
field_175730_i,tickableTileEntities,2,
field_175740_d,villageSiege,2,
field_175741_N,entitiesByUuid,2,
field_175742_R,mobSpawner,2,
field_175743_a,delegate,2,
field_175747_C,colorIndex,2,The numerical index that represents this color
field_175748_y,name,2,The name of this color/formatting
field_175774_a,LOGGER,2,
field_175785_a,SHORTCUTS,2,
field_175916_b,SPAWNERTYPES,2,
field_175917_c,CHESTCONTENT,2,
field_175920_a,oreBlock,2,
field_175946_l,world,2,
field_175972_I,barrier,2,
field_176076_D,GL_OPERAND2_RGB,0,
field_176077_E,GL_COMBINE_ALPHA,0,
field_176078_F,GL_SOURCE0_ALPHA,0,
field_176079_G,GL_SOURCE1_ALPHA,0,
field_176080_A,GL_SOURCE2_RGB,0,
field_176081_B,GL_OPERAND0_RGB,0,
field_176082_C,GL_OPERAND1_RGB,0,
field_176083_O,vboSupported,0,
field_176084_H,GL_SOURCE2_ALPHA,0,
field_176085_I,GL_OPERAND0_ALPHA,0,
field_176086_J,GL_OPERAND1_ALPHA,0,
field_176087_K,GL_OPERAND2_ALPHA,0,
