searge,name,side,desc
func_152725_d,getPlayersDirectory,1,
func_152727_c,backupConverted,1,
func_152750_a,deserializeEntry,2,
func_152751_a,serializeEntry,2,
func_152754_s,getJsonObject,0,
func_152755_a,get,0,Send a GET request to the given URL.
func_152764_a,parsePass,0,
func_152765_a,parseGroup,0,
func_152767_b,addStatToSnooper,2,
func_152768_a,addClientStat,2,
func_152780_c,getInputStreamAssets,0,
func_152782_a,getResourceMap,0,
func_152788_a,loadSkinFromCache,0,
func_152789_a,loadSkin,0,"May download the skin if its not in the cache, can be passed a SkinManager#SkinAvailableCallback for handling"
func_152790_a,loadProfileTextures,0,
func_152792_a,loadSkin,0,Used in the Skull renderer to fetch a skin. May download the skin if it's not in the cache
func_152805_a,getPackDescription,0,
func_152816_j,getStreamInfo,0,
func_152825_o,isIngestTesting,0,
func_152829_a,setRecordingDeviceVolume,0,
func_152837_b,setPlaybackDeviceVolume,0,
func_152839_p,isBroadcastPaused,0,
func_152843_l,getChannelInfo,0,
func_152850_m,isBroadcasting,0,
func_152852_P,getErrorCode,0,
func_152856_w,isReady,0,
func_152857_n,isReadyToBroadcast,0,
func_152915_s,updateStreamVolume,0,
func_152919_o,isPaused,0,
func_152923_i,shutdownStream,0,Shuts down a steam
func_152946_b,formatStreamKbps,0,
func_152947_c,formatStreamBps,0,
func_152948_a,formatStreamFps,0,
func_153157_c,glGetShaderi,0,
func_153158_d,glGetShaderInfoLog,0,
func_153159_d,glUniform4,0,
func_153160_c,glUniformMatrix4,0,
func_153161_d,glUseProgram,0,
func_153162_d,glUniform4,0,
func_153163_f,glUniform1i,0,
func_153164_b,glGetAttribLocation,0,
func_153165_e,glGenFramebuffers,0,"Calls the appropriate glGenFramebuffers method and returns the newly created fbo, or returns -1 if not supported."
func_153166_e,glGetProgramInfoLog,0,
func_153167_i,glCheckFramebufferStatus,0,
func_153168_a,glUniform1,0,
func_153169_a,glShaderSource,0,
func_153170_c,glCompileShader,0,
func_153171_g,glBindFramebuffer,0,
func_153172_c,getLogText,0,
func_153173_a,glUniformMatrix2,0,
func_153174_h,glDeleteFramebuffers,0,
func_153175_a,glGetProgrami,0,
func_153176_h,glBindRenderbuffer,0,
func_153177_b,glUniform2,0,
func_153178_b,glAttachShader,0,
func_153179_f,glLinkProgram,0,
func_153180_a,glDeleteShader,0,
func_153181_a,glUniform1,0,
func_153182_b,glUniform2,0,
func_153183_d,glCreateProgram,0,
func_153184_g,glDeleteRenderbuffers,0,
func_153185_f,glGenRenderbuffers,0,
func_153186_a,glRenderbufferStorage,0,
func_153187_e,glDeleteProgram,0,
func_153188_a,glFramebufferTexture2D,0,
func_153189_b,glUniformMatrix3,0,
func_153190_b,glFramebufferRenderbuffer,0,
func_153191_c,glUniform3,0,
func_153192_c,glUniform3,0,
func_153193_b,areShadersSupported,0,
func_153194_a,glGetUniformLocation,0,
func_153195_b,glCreateShader,0,creates a shader with the given mode and returns the GL id. params: mode
func_154311_a,setText,0,
func_154313_b,setEnabled,0,
func_154314_d,getId,0,
func_154315_e,getEnabled,0,
func_154316_f,getPositionY,0,
func_154317_g,getRealmsButton,0,
func_154331_x,getLastActiveTime,2,
func_154333_a,getName,0,Returns the name of the save format.
func_154346_a,hasAcceptedEULA,1,
func_154347_a,loadEULAFile,1,
func_154348_b,createEULAFile,1,
func_174791_d,getPositionVector,2,
func_174792_t_,sendCommandFeedback,2,Returns true if the command sender should be sent feedback about executed commands
func_174793_f,getCommandSenderEntity,2,Returns the entity associated with the command sender. MAY BE NULL!
func_174794_a,setCommandStat,2,
func_174805_g,setAlwaysRenderNameTag,2,
func_174806_f,getVectorForRotation,2,Creates a Vec3 using the pitch and yaw of the entities rotation.\n \n@param pitch The rotational pitch of the entity.\n@param yaw The rotational yaw of the entity.
func_174808_Z,createRunningParticles,2,
func_174809_b,isLiquidPresentInAABB,2,Determines if a liquid is present within the specified AxisAlignedBB.
func_174810_b,setSilent,2,When set to true the entity will not play sounds.\n \n@param isSilent Should the mob be set to silent?
func_174811_aO,getHorizontalFacing,2,
func_174812_G,onKillCommand,2,Called by the /kill command.
func_174813_aQ,getEntityBoundingBox,2,
func_174814_R,isSilent,2,@return True if this entity will not play sounds
func_174818_b,getDistanceSq,2,
func_174820_d,replaceItemInInventory,2,
func_174821_h,setOutsideBorder,2,
func_174822_a,rayTrace,0,
func_174824_e,getPositionEyes,0,
func_174826_a,setEntityBoundingBox,2,
func_174828_a,moveToBlockPosAndAngles,2,
func_174829_m,resetPositionToBB,2,Resets the entity's position to the center (planar) and bottom (vertical) points of its bounding box.
func_174830_Y,spawnRunningParticles,2,Attempts to create sprinting particles if the entity is sprinting and not in water.
func_174831_c,getDistanceSqToCenter,2,
func_174832_aS,isOutsideBorder,2,
func_174833_aM,getAlwaysRenderNameTag,2,
func_174862_a,createKnot,2,
func_174863_b,getKnotForPosition,2,
func_174867_a,setPickupDelay,2,
func_174868_q,setNoPickupDelay,2,
func_174869_p,setDefaultPickupDelay,2,
func_174871_r,setInfinitePickupDelay,2,
func_174872_o,getAge,0,
func_174873_u,setNoDespawn,2,
func_174874_s,cannotPickup,2,
func_174875_k,getGuiID,2,
func_174876_a,createContainer,2,
func_174877_v,getPos,2,
func_174878_a,setPos,2,
func_174884_b,updateGameprofile,2,
func_174885_b,setField,2,
func_174886_c,closeInventory,2,
func_174887_a_,getField,2,
func_174888_l,clear,2,
func_174889_b,openInventory,2,
func_174890_g,getFieldCount,2,
func_174891_i,getLockCode,2,
func_174892_a,setLockCode,2,
func_174893_q_,isLocked,2,
func_174897_t,getDisplayTile,2,
func_174903_a,isBurning,0,
func_174914_o,mayTransfer,2,
func_174922_i,getWidth,2,
func_174923_h,getHeight,2,
func_174927_b,getPistonState,2,
func_174930_e,getFacing,2,
func_174935_a,restoreLastBlurMipmap,0,
func_174936_b,setBlurMipmap,0,
func_174937_a,setBlurMipmapDirect,0,
func_174942_a,registerSprite,0,
func_174943_a,loadSprites,0,
func_174944_f,getMissingSprite,0,
func_174951_a,getMissingModel,0,
func_174952_b,getTextureMap,0,
func_174953_a,getModel,0,
func_174954_c,getBlockModelShapes,0,
func_174959_b,notifyLightSet,2,
func_174960_a,markBlockForUpdate,2,
func_174961_a,playRecord,2,
func_174962_a,getViewVector,0,
func_174963_q,generateStars,0,
func_174964_o,generateSky2,0,
func_174965_a,cleanupDamagedBlocks,0,
func_174966_b,makeEntityOutlineShader,0,Creates the entity outline shader to be stored in RenderGlobal.entityOutlineShader
func_174967_a,updateChunks,0,
func_174968_a,renderSky,0,
func_174969_t,postRenderDamagedBlocks,0,
func_174970_a,setupTerrain,0,
func_174971_n,updateDestroyBlockIcons,0,
func_174972_a,spawnParticle,0,
func_174973_a,getRenderChunkOffset,0,
func_174974_b,spawnEntityFX,0,
func_174975_c,renderEntityOutlineFramebuffer,0,
func_174976_a,renderSky,0,
func_174977_a,renderBlockLayer,0,
func_174978_c,getVisibleFacings,0,
func_174979_m,setDisplayListEntitiesDirty,0,
func_174980_p,generateSky,0,
func_174981_a,drawBlockDamageTexture,0,
func_174982_a,renderBlockLayer,0,
func_174983_a,isPositionInRenderChunk,0,
func_174984_a,fixTerrainFrustum,0,
func_174985_d,isRenderEntityOutlines,0,
func_174986_e,stopChunkUpdates,0,
func_175016_a,renderBlockBrightness,0,
func_175017_a,getBakedModel,0,
func_175018_a,renderBlock,0,
func_175019_b,getBlockModelRenderer,0,
func_175020_a,renderBlockDamage,0,
func_175021_a,isRenderTypeChest,0,
func_175022_a,getModelFromBlockState,0,
func_175023_a,getBlockModelShapes,0,
func_175029_a,registerBlock,0,
func_175030_a,renderItemOverlays,0,
func_175031_a,registerBlock,0,
func_175032_a,renderQuads,0,
func_175033_a,renderQuad,0,
func_175034_a,applyTransform,0,
func_175035_a,renderModel,0,
func_175036_a,renderModel,0,
func_175037_a,getItemModelMesher,0,
func_175038_a,putQuadNormal,0,
func_175040_a,renderItemModelTransform,0,
func_175041_b,registerItems,0,
func_175042_a,renderItemIntoGUI,0,
func_175043_b,renderItemModel,0,
func_175044_a,drawRect,0,
func_175045_a,renderModel,0,
func_175046_c,preTransform,0,
func_175047_a,registerItem,0,
func_175048_a,registerItem,0,
func_175049_a,renderItemModelForEntity,0,
func_175050_a,shouldRenderItemIn3D,0,
func_175063_a,drawStringWithShadow,0,Draws the specified string with a shadow.
func_175064_b,getColorCode,0,
func_175065_a,drawString,0,"Draws the specified string. Args: string, x, y, color, dropShadow"
func_175066_a,loadEntityShader,0,What shader to use when spectating this entity
func_175067_i,renderWorldDirections,0,
func_175068_a,renderWorldPass,0,
func_175069_a,loadShader,0,
func_175070_n,isDrawBlockOutline,0,
func_175071_c,switchUseShader,0,
func_175072_h,disableLightmap,0,
func_175085_a,getSoundMap,0,
func_175086_a,handleResourcePackStatus,2,
func_175087_a,handleAnimation,2,
func_175088_a,handleSpectate,2,
func_175089_a,setPlayerLocation,2,
func_175093_a,handleWorldBorder,2,
func_175094_a,handleCamera,2,
func_175095_a,handleResourcePack,2,
func_175096_a,handlePlayerListHeaderFooter,2,
func_175097_a,handleEntityNBT,2,
func_175098_a,handleCombatEvent,2,
func_175099_a,handleTitle,2,
func_175100_a,handleSetCompressionLevel,2,
func_175101_a,handleServerDifficulty,2,
func_175102_a,getPlayerInfo,0,
func_175105_e,getGameProfile,0,
func_175108_a,triggerNote,2,
func_175109_g,initializeBannerData,0,Establishes all of the basic properties for the banner. This will also apply the data from the tile entities nbt tag compounds.
func_175110_d,getColorList,0,Retrieves the list of colors for this tile entity. The banner data will be initialized/refreshed before this happens.
func_175111_b,getBaseColor,2,
func_175112_a,setItemValues,2,
func_175113_c,getPatterns,2,Retrieves the amount of patterns stored on an ItemStack. If the tag does not exist this value will be 0.\n \n@param stack The ItemStack which contains the NBTTagCompound data for banner patterns.
func_175114_c,getPatternList,0,Retrieves the list of patterns for this tile entity. The banner data will be initialized/refreshed before this happens.
func_175115_b,getBaseColor,2,
func_175117_e,removeBannerData,2,Removes all the banner related data from a provided instance of ItemStack.\n \n@param stack The instance of an ItemStack which will have the relevant nbt tags removed.
func_175124_c,getCommandResultStats,2,
func_175131_l,getBlock,2,
func_175138_ci,getXPSeed,2,
func_175140_cp,hasReducedDebug,0,"Whether the ""reducedDebugInfo"" option is active for this player."
func_175141_a,openEditSign,2,
func_175142_cm,isAllowEdit,2,
func_175143_p,isInBed,2,
func_175144_cb,isUser,0,"returns true if this is an EntityPlayerSP, or the logged in player."
func_175146_a,canOpen,2,Check whether this player can open an inventory locked with the given LockCode.
func_175147_b,getOfflineUUID,2,
func_175149_v,isSpectator,2,Returns true if the player is in spectator mode.
func_175150_k,setReducedDebug,0,
func_175151_a,canPlayerEdit,2,
func_175154_l,getSkinType,0,
func_175155_b,getPlayerInfo,0,
func_175156_o,getFovModifier,0,
func_175158_f,setClientBrand,0,
func_175160_A,isCurrentViewEntity,0,
func_175161_p,onUpdateWalkingPlayer,0,called every tick when the player is on foot. Performs all the things that normally happen during movement.
func_175162_d,isOpenBlockSpace,0,Returns true if the block at the given BlockPos and the block above it are NOT full cubes.
func_175163_u,sendHorseInventory,0,
func_175174_a,drawTexturedModalRect,0,Draws a textured rectangle using the texture currently bound to the TextureManager
func_175175_a,drawTexturedModalRect,0,Draws a texture rectangle using the texture currently bound to the TextureManager
func_175180_a,renderGameOverlay,0,
func_175181_h,getTabList,0,
func_175183_b,showCrosshair,0,
func_175184_a,renderHotbarItem,0,
func_175203_a,setCentered,0,Sets the Label to be centered
func_175211_a,setWidth,0,
func_175213_c,buildDisplayString,0,Builds the localized display string for this GuiListButton
func_175236_d,isReducedDebug,0,
func_175237_a,renderDebugInfo,0,
func_175238_c,getDebugInfoRight,0,
func_175239_b,renderDebugInfoRight,0,
func_175240_a,bytesToMb,0,
func_175244_b,setHeader,0,
func_175248_a,setFooter,0,
func_175264_a,renderTooltip,0,
func_175274_a,setText,0,Sets the text of the chat\n \n@param newChatText The new chat text to be set\n@param shouldOverwrite Determines if the text currently in the chat should be overwritten or appended
func_175275_f,sendChatMessage,0,
func_175281_b,sendChatMessage,0,
func_175378_g,updateActivePotionEffects,0,
func_175396_E,getTabListDisplayName,2,"Returns null which indicates the tab list should just display the player's name, return a different value to display the specified text instead of the player's name"
func_175397_a,loadResourcePack,2,
func_175398_C,getSpectatingEntity,2,
func_175399_e,setSpectatingEntity,2,
func_175402_q,getShowArms,2,
func_175403_w,getLeftLegRotation,0,
func_175404_u,getLeftArmRotation,0,
func_175405_c,setLeftArmRotation,2,
func_175406_a,damageArmorStand,2,
func_175407_x,getRightLegRotation,0,
func_175408_t,getBodyRotation,2,
func_175409_C,dropContents,2,
func_175410_n,isSmall,2,
func_175411_v,getRightArmRotation,0,
func_175412_z,playParticles,2,
func_175413_k,setShowArms,2,
func_175414_r,hasNoBasePlate,2,
func_175415_a,setHeadRotation,2,
func_175416_h,writePoseToNBT,2,Saves the pose to an NBTTagCompound.\n \n@param tagCompound The tag to save the Pose information to.
func_175417_e,setLeftLegRotation,2,
func_175418_s,getHeadRotation,2,
func_175419_y,readPoseFromNBT,2,
func_175420_a,setSmall,2,
func_175421_A,dropBlock,2,
func_175423_p,hasNoGravity,2,
func_175424_b,setBodyRotation,2,
func_175425_j,setNoGravity,2,
func_175426_l,setNoBasePlate,2,
func_175427_f,setRightLegRotation,2,
func_175428_d,setRightArmRotation,2,
func_175446_cd,isAIDisabled,2,Get whether this Entity's AI is disabled
func_175456_n,applyEntityAI,2,
func_175457_ck,isAngry,2,
func_175461_cl,isElder,2,
func_175466_co,getTargetedEntity,2,
func_175495_n,isSpawnedByPlayer,2,
func_175496_a,setSpawnedByPlayer,2,Sets if this mob was spawned by a player or not.\n \n@param spawnedByPlayer If the mob was spawned by a player or not.
func_175509_cj,getFleeceColor,2,Gets the wool color of this sheep.
func_175512_b,setFleeceColor,2,Sets the wool color of this sheep\n \n@param color The color to make the wool
func_175529_r,setRabbitType,2,
func_175531_cl,getRabbitType,2,
func_175544_ck,setupTamedAI,2,
func_175546_cu,getCollarColor,2,
func_175547_a,setCollarColor,2,
func_175554_cu,populateBuyingList,2,
func_175570_h,getInstance,1,
func_175571_m,shouldTrackOutput,2,
func_175572_n,getCommandResultStats,2,
func_175573_a,setTrackOutput,2,
func_175576_a,getEntityFromUuid,2,
func_175577_aI,getNetworkCompressionTreshold,2,"The compression treshold. If the packet is larger than the specified amount of bytes, it will be compressed"
func_175579_a,isBlockProtected,2,
func_175580_aG,getMaxWorldSize,2,
func_175581_ab,getResourcePackHash,2,
func_175582_h,createNewCommandManager,2,
func_175583_aK,getServerThread,1,
func_175584_a,setResourcePackFromWorld,2,
func_175585_v,setInstance,0,
func_175586_a,callFromMainThread,2,
func_175587_aJ,getCurrentTime,1,
func_175592_a,setStaticInstance,0,
func_175593_aQ,getMaxTickTime,1,
func_175594_ao,setWindowIcon,0,
func_175595_al,initStream,0,
func_175596_ai,getSessionInfo,0,
func_175597_ag,getItemRenderer,0,
func_175598_ae,getRenderManager,0,
func_175599_af,getRenderItem,0,
func_175600_c,getVersion,0,
func_175601_h,updateDisplay,0,
func_175602_ab,getBlockRendererDispatcher,0,
func_175603_A,scheduleResourcesRefresh,0,
func_175604_i,checkWindowResize,0,
func_175605_an,setInitialDisplayMode,0,
func_175606_aa,getRenderViewEntity,0,
func_175607_a,setRenderViewEntity,0,
func_175608_ak,registerMetadataSerializers,0,
func_175609_am,createDisplay,0,
func_175610_ah,getDebugFPS,0,
func_175623_d,isAirBlock,2,"Checks to see if an air block exists at the provided location. Note that this only checks to see if the blocks material is set to air, meaning it is possible for non-vanilla blocks to still pass this check.\n \n@param pos The position of the block being checked."
func_175624_G,getWorldType,2,
func_175625_s,getTileEntity,2,
func_175626_b,getCombinedLight,0,
func_175627_a,getStrongPower,2,
func_175628_b,getLightFor,0,
func_175629_a,getLightForExt,0,
func_175630_e,getPositionIndex,0,
func_175631_c,getBlockStateRaw,0,
func_175637_a,forceBlockUpdateTick,2,
func_175638_a,getRawLight,2,
func_175639_b,isAreaLoaded,2,
func_175640_z,isBlockPowered,2,
func_175641_c,addBlockEvent,2,
func_175642_b,getLightFor,2,
func_175643_b,init,2,
func_175644_a,getEntities,2,
func_175645_m,getHorizon,2,
func_175646_b,markChunkDirty,2,
func_175647_a,getEntitiesWithinAABB,2,
func_175648_a,isAreaLoaded,2,
func_175649_E,getDifficultyForLocation,2,
func_175650_b,loadEntities,2,
func_175651_c,getRedstonePower,2,
func_175652_B,setSpawnPoint,2,
func_175653_a,setLightFor,2,
func_175654_a,updateBlockTick,2,
func_175655_b,destroyBlock,2,
func_175656_a,setBlockState,2,Convenience method to update the block on both the client and server
func_175657_ab,getSkylightSubtracted,2,
func_175658_ac,getLastLightningBolt,0,
func_175659_aa,getDifficulty,2,
func_175660_a,isBlockModifiable,2,
func_175661_b,getPlayers,2,
func_175663_a,isAreaLoaded,2,
func_175664_x,checkLight,2,
func_175666_e,updateComparatorOutputLevel,2,
func_175667_e,isBlockLoaded,2,
func_175668_a,isBlockLoaded,2,
func_175669_a,playBroadcastSound,2,
func_175670_e,canBlockFreeze,2,"Checks to see if a given block is both water and cold enough to freeze.\n \n@param pos The block coordinates\n@param noWaterAdj If true, this method will only return true if there is a non-water block immediately adjacent to the specified block"
func_175671_l,getLightFromNeighbors,2,
func_175672_r,getTopSolidOrLiquidBlock,2,"Finds the highest block on the x and z coordinate that is solid or liquid, and returns its y coord.\n \n@param pos The object containing the x and z coordinates to check at"
func_175673_a,isInsideBorder,2,
func_175676_y,getStrongPower,2,
func_175677_d,isBlockNormalCube,2,"Checks if a block's material is opaque, and that it takes up a full cube"
func_175678_i,canSeeSky,2,
func_175679_n,notifyLightSet,2,
func_175680_a,isChunkLoaded,2,
func_175681_c,unloadEntities,2,
func_175682_a,spawnParticle,0,
func_175683_a,doesBlockHaveSolidTopSurface,2,
func_175684_a,scheduleUpdate,2,
func_175685_c,notifyNeighborsOfStateChange,2,
func_175686_ad,isFindingSpawnPoint,2,
func_175687_A,isBlockIndirectlyGettingPowered,2,Checks if the specified block or its neighbors are powered by a neighboring block. Used by blocks like TNT and Doors.
func_175688_a,spawnParticle,2,
func_175689_h,markBlockForUpdate,2,
func_175690_a,setTileEntity,2,
func_175691_a,isBlockTickPending,2,
func_175692_b,setSkylightSubtracted,2,
func_175693_T,getMapStorage,2,
func_175694_M,getSpawnPoint,2,Gets the spawn point in the world
func_175695_a,notifyNeighborsOfStateExcept,2,
func_175696_F,isWater,2,
func_175697_a,isAreaLoaded,2,
func_175698_g,setBlockToAir,2,
func_175699_k,getLight,2,
func_175700_a,addTileEntity,2,
func_175701_a,isValid,2,Check if the given BlockPos has valid coordinates
func_175702_c,setLastLightningBolt,2,
func_175703_c,getGroundAboveSeaLevel,2,
func_175704_b,markBlockRangeForRenderUpdate,2,
func_175705_a,getLightFromNeighborsFor,0,
func_175706_a,isAreaLoaded,2,
func_175707_a,isAreaLoaded,2,
func_175708_f,canSnowAt,2,"Checks to see if a given block can accumulate snow from it snowing\n \n@param pos The block coordinates\n@param checkLight If false, checking for the correct light values will be skipped"
func_175709_b,isSidePowered,2,
func_175710_j,canBlockSeeSky,2,
func_175711_a,isAreaLoaded,2,
func_175713_t,removeTileEntity,2,
func_175714_ae,getVillageCollection,2,
func_175715_c,sendBlockBreakProgress,2,
func_175716_a,canBlockBePlaced,2,
func_175717_a,playRecord,2,
func_175718_b,playAuxSFX,2,
func_175719_a,extinguishFire,2,Attempts to extinguish a fire\n \n@param player The player putting out the fire\n@param pos The coordinates of the fire\n@param side The side from which the player is putting out the fire from
func_175720_a,spawnParticle,2,
func_175721_c,getLight,2,
func_175722_b,notifyNeighborsRespectDebug,2,
func_175723_af,getWorldBorder,2,
func_175724_o,getLightBrightness,2,
func_175725_q,getPrecipitationHeight,2,
func_175726_f,getChunkFromBlockCoords,2,
func_175727_C,canLightningStrike,2,
func_175731_a,playSoundAtPos,0,Plays a sound at the specified position.
func_175733_a,getEntityFromUuid,2,
func_175737_aj,setDebugWorldSettings,2,
func_175739_a,spawnParticle,2,Spawns the desired particle and sends the necessary packets to the relevant connected players.
func_175746_b,getColorIndex,2,Returns the numerical color index that represents this formatting
func_175750_a,addBlockInfo,2,
func_175755_a,parseInt,2,
func_175756_a,parseDouble,2,
func_175758_e,getEntityName,2,"Attempts to retrieve an entity's name, first assuming that the entity is a player, and then exhausting all other possibilities."
func_175760_a,parseLong,2,
func_175764_a,parseInt,2,
func_175765_c,parseDouble,2,
func_175766_b,parseLong,2,
func_175772_d,getWorldBorder,2,
func_175783_e,getSlotForShortcut,2,
func_175784_d,getUsernames,2,
func_175786_a,tryExecute,2,
func_175914_a,setGeneratedBlock,2,
func_176052_a,getMapPacket,2,
func_176053_a,updateMapData,2,
func_176055_c,checkDoorExistence,2,"returns the VillageDoorInfo if it exists in any village or in the newDoor list, otherwise returns null"
func_176056_a,getNearestVillage,2,
func_176057_e,positionInList,2,
func_176058_f,isWoodDoor,2,
func_176059_d,addToNewDoorsList,2,
func_176060_a,addToVillagerPositionList,2,
func_176061_a,countBlocksCanSeeSky,2,Check five blocks in the direction. The centerPos will not be checked.
func_176062_a,fileNameForProvider,2,
func_176071_a,glBufferData,0,
func_176072_g,glBindBuffer,0,
func_176073_e,glGenBuffers,0,
func_176074_g,glDeleteBuffers,0,
func_176075_f,useVbo,0,
func_176101_a,getPacket,2,
func_176102_a,update,2,
func_176118_b,setBorderLerpTarget,2,Sets the border lerp target
func_176119_g,setHardcore,2,
func_176120_C,getBorderCenterX,2,Returns the border center X position
func_176121_c,setAllowCommands,2,
func_176122_j,setBorderWarningDistance,2,Sets the border warning distance
func_176123_z,isDifficultyLocked,2,
func_176124_d,getBorderCenterX,2,Sets the border center X position
func_176125_f,setBorderDamagePerBlock,2,Sets the border damage per block
func_176126_D,getBorderCenterZ,2,Returns the border center Z position
func_176127_a,populateFromWorldSettings,2,
func_176128_f,setMapFeaturesEnabled,2,
func_176129_e,setBorderSafeZone,2,Sets the border safe zone
func_176130_y,getDifficulty,2,
func_176131_J,getBorderWarningDistance,2,Returns the border warning distance
func_176132_G,getBorderLerpTarget,2,Returns the border lerp target
func_176133_A,getCleanWeatherTime,2,
func_176134_F,getBorderLerpTime,2,Returns the border lerp time
func_176135_e,setBorderLerpTime,2,Sets the border lerp time
func_176136_k,setBorderWarningTime,2,Sets the border warning time
func_176138_H,getBorderSafeZone,2,Returns the border safe zone
func_176139_K,getBorderWarningTime,2,Returns the border warning time
func_176140_I,getBorderDamagePerBlock,2,Returns the border damage per block
func_176141_c,getBorderCenterZ,2,Sets the border center Z position
func_176142_i,setCleanWeatherTime,2,
func_176143_a,setSpawn,2,
func_176144_a,setDifficulty,2,
func_176145_a,setBorderSize,2,Sets the border size
func_176193_a,canReplace,2,
func_176194_O,getBlockState,2,
func_176195_g,getBlockHardness,2,
func_176196_c,canPlaceBlockAt,2,
func_176197_a,modifyAcceleration,2,
func_176198_a,canPlaceBlockOnSide,2,Check whether this Block can be placed on the given side
func_176199_a,onEntityCollidedWithBlock,2,Triggered whenever an entity collides with this block (enters into the block)
func_176200_f,isReplaceable,2,Whether this Block can be replaced directly by other blocks (true for e.g. tall grass)
func_176201_c,getMetaFromState,2,Convert the BlockState into the correct metadata value
func_176202_d,colorMultiplier,0,
func_176203_a,getStateFromMeta,2,Convert the given metadata into a BlockState for this Block
func_176204_a,onNeighborBlockChange,2,Called when a neighboring block changes.
func_176205_b,isPassable,2,
func_176206_d,onBlockDestroyedByPlayer,2,Called when a player destroys this Block
func_176207_c,getMixedBrightnessForBlock,0,
func_176208_a,onBlockHarvested,2,
func_176209_a,canCollideCheck,2,
func_176210_f,getStateId,2,"Get a unique ID for the given BlockState, containing both BlockID and metadata"
func_176211_b,isProvidingStrongPower,2,
func_176212_b,isBlockSolid,2,Whether this Block is solid on the given Side
func_176213_c,onBlockAdded,2,
func_176214_u,isVisuallyOpaque,2,
func_176215_a,registerBlock,2,
func_176216_a,onLanded,2,Called when an Entity lands on this Block. This method *must* update motionY because the entity will not do that on its own
func_176217_b,getStateForEntityRender,0,"Possibly modify the given BlockState before rendering it on an Entity (Minecarts, Endermen, ...)"
func_176218_Q,getOffsetType,0,Get the OffsetType for this Block. Determines if the model is rendered slightly offset.
func_176219_a,registerBlock,2,
func_176220_d,getStateById,2,Get a BlockState by it's ID (see getStateId)
func_176221_a,getActualState,2,"Get the actual Block state of this Block at the given position. This applies properties not visible in the metadata, such as fence connections."
func_176222_j,getDamageValue,2,
func_176223_P,getDefaultState,2,
func_176224_k,fillWithRain,2,"Called similar to random ticks, but only when it is raining."
func_176225_a,shouldSideBeRendered,0,
func_176226_b,dropBlockAsItem,2,Spawn this Block's drops into the World as EntityItems\n \n@param forture the level of the Fortune enchantment on the player's tool
func_176232_d,getSaplingDropChance,2,
func_176233_b,getWoodType,2,
func_176234_a,dropApple,2,
func_176235_d,destroy,2,
func_176253_e,canConnectTo,2,
func_176261_e,checkForDrop,2,
func_176267_a,getPropertyFor,2,
func_176268_d,getNumGrownFaces,2,
func_176269_e,recheckGrownSides,2,
func_176270_b,getMetaFlag,2,
func_176281_b,getFacing,2,
func_176282_a,getMetaForFacing,2,
func_176286_e,notifyHook,2,
func_176287_c,isConnectedTo,2,
func_176288_d,updateState,2,
func_176302_a,isSameStair,2,Check whether there is a stair block at the given position and it has the same properties as the given BlockState
func_176303_e,setBaseCollisionBounds,2,Set the block bounds as the collision bounds for the stairs at the given position
func_176311_e,tryAbsorb,2,
func_176312_d,absorb,2,
func_176314_e,checkAndDropBlock,2,
func_176316_e,checkForMove,2,
func_176317_b,getFacing,2,
func_176318_b,shouldBeExtended,2,
func_176319_a,doMove,2,
func_176322_b,getFacing,2,
func_176323_e,applyCoreBounds,2,
func_176324_d,applyHeadBounds,2,
func_176328_e,checkForDrop,2,
func_176329_d,canBlockStay,2,
func_176337_b,colorMultiplier,0,
func_176338_e,updateSurroundingRedstone,2,
func_176340_e,canConnectUpwardsTo,2,
func_176341_c,getAttachPosition,2,
func_176342_a,getMaxCurrentStrength,2,
func_176343_a,canConnectTo,2,
func_176344_d,notifyWireNeighborsOfStateChange,2,"Calls World.notifyNeighborsOfStateChange() for all neighboring blocks, but only if the given block is a redstone wire."
func_176345_a,calculateCurrentChanges,2,
func_176346_d,canConnectUpwardsTo,2,
func_176352_d,activate,2,
func_176353_e,checkForDrop,2,
func_176354_d,canBlockStay,2,
func_176356_e,checkForDrop,2,
func_176357_a,getMetadataForFacing,2,
func_176358_d,canSustainLever,2,
func_176361_a,getFlowingBlock,2,
func_176362_e,getLevel,2,
func_176363_b,getStaticBlock,2,
func_176365_e,checkForMixing,2,
func_176366_f,getEffectiveFlowDecay,2,
func_176368_m,getCanBlockBurn,2,
func_176369_e,isSurroundingBlockFlammable,2,
func_176370_f,updateLiquid,2,
func_176371_a,checkAdjacentBlock,2,
func_176372_g,isBlocked,2,
func_176373_h,canFlowInto,2,
func_176375_a,tryFlowInto,2,
func_176376_e,getPossibleFlowDirections,2,This method returns a Set of EnumFacing
func_176377_d,canContainSilverfish,2,
func_176381_b,canBlockStay,2,
func_176388_T,getGolemPattern,2,
func_176389_S,getGolemBasePattern,2,
func_176390_d,canDispenserPlace,2,
func_176391_l,getSnowmanPattern,2,
func_176392_j,getSnowmanBasePattern,2,
func_176397_f,calculateInputStrength,2,
func_176398_g,updateState,2,
func_176399_m,getTickDelay,2,
func_176400_h,notifyNeighbors,2,
func_176401_c,getPowerOnSide,2,
func_176402_i,isFacingTowardsRepeater,2,
func_176403_d,getDelay,2,
func_176404_e,shouldBePowered,2,
func_176405_b,isLocked,2,
func_176406_l,isPowered,2,
func_176407_c,getPowerOnSides,2,
func_176408_a,getActiveSignal,2,
